RecordID;FirstName;LastName;FullName;Age;Gender;Country;Province;SouthAfricanID;CaseNumber;CrimeType;FinancialScore;EstimatedFraudAmount_ZAR;RiskLevel;CaseStatus;BankInvolved;PreviousOffenses;Arrested;CrimeDate;CourtDate;InvestigatingOfficer;StationCode
498;Tendai;Dlamini;Tendai Dlamini;24;Male;South Africa;Gauteng;9,31221E+12;SA-CAS-156896;Vehicle Theft;322;4181581;High;Court Pending;African Bank;4;Yes;2023/12/07;2021/06/04;Officer Moyo;SA-ST-157
499;Thabo;Pillay;Thabo Pillay;47;Female;South Africa;Free State;1049794049;SA-CAS-755890;Identity Theft;818;4825658;Low;Under Investigation;Standard Bank;1;No;2022/07/01;2025/07/24;Officer Mabena;SA-ST-935
500;Sipho;Pillay;Sipho Pillay;44;Female;South Africa;Mpumalanga;9,31221E+12;SA-CAS-825119;Drug Trafficking;529;1997148;Critical;Convicted;Capitec;6;Yes;2016/05/08;2016/11/13;Officer Moyo;SA-ST-867
501;Lerato;Zulu;Lerato Zulu;54;Female;South Africa;North West;8,41005E+12;SA-CAS-953070;Corruption;482;4457366;Low;Under Investigation;FNB;5;No;2024/07/03;2025/09/05;Officer Smith;SA-ST-280
502;Mpho;Nkosi;Mpho Nkosi;32;Male;South Africa;Mpumalanga;8,41121E+12;SA-CAS-959865;Vehicle Theft;746;2821987;High;Court Pending;Nedbank;7;Yes;2015/03/21;2017/02/13;Officer Smith;SA-ST-282
503;Ayanda;Zulu;Ayanda Zulu;27;Female;South Africa;Gauteng;8,50428E+12;SA-CAS-458990;Drug Trafficking;501;2647232;Critical;Under Investigation;Standard Bank;1;No;2015/07/10;2015/02/14;Officer Moyo;SA-ST-875
504;Zanele;Ndlovu;Zanele Ndlovu;18;Male;South Africa;North West;9,01117E+12;SA-CAS-617086;Armed Robbery;575;3246226;High;Open;African Bank;9;Yes;2024/11/21;2016/10/24;Officer Nkosi;SA-ST-276
505;Tendai;Khumalo;Tendai Khumalo;42;Female;South Africa;Free State;8,71205E+12;SA-CAS-449457;Money Laundering;311;1725305;Low;Court Pending;African Bank;8;No;2016/04/01;2025/11/18;Officer Naidoo;SA-ST-319
506;Thabo;Mabaso;Thabo Mabaso;47;Male;South Africa;Limpopo;7,01222E+12;SA-CAS-373831;Cybercrime;791;1554647;High;Closed;Nedbank;10;Yes;2018/11/26;2016/09/29;Officer Mabena;SA-ST-359
507;Mpho;Mabaso;Mpho Mabaso;19;Female;South Africa;Free State;9,90607E+12;SA-CAS-826507;Money Laundering;469;2552929;Medium;Under Investigation;FNB;8;Yes;2015/09/26;2024/11/12;Officer Naidoo;SA-ST-989
508;Zanele;Zulu;Zanele Zulu;18;Female;South Africa;North West;8,30726E+12;SA-CAS-469285;Identity Theft;516;4240611;High;Open;Absa;4;Yes;2024/01/20;2015/06/15;Officer Moyo;SA-ST-394
509;Tendai;Pillay;Tendai Pillay;31;Female;South Africa;Limpopo;8,60126E+12;SA-CAS-364539;Money Laundering;629;3605327;High;Convicted;Capitec;5;Yes;2021/08/31;2023/12/10;Officer Moyo;SA-ST-720
510;Sipho;Zulu;Sipho Zulu;63;Female;South Africa;Western Cape;3,02057E+11;SA-CAS-423735;Fraud;514;2037617;Medium;Convicted;African Bank;8;Yes;2017/03/10;2024/12/25;Officer Naidoo;SA-ST-258
511;Mpho;Dlamini;Mpho Dlamini;58;Male;South Africa;Gauteng;9,20828E+12;SA-CAS-555986;Corruption;701;2030957;Low;Court Pending;Capitec;8;Yes;2015/07/16;2024/12/15;Officer Nkosi;SA-ST-286
512;Sipho;Zulu;Sipho Zulu;27;Male;South Africa;KwaZulu-Natal;5,12223E+11;SA-CAS-473926;Drug Trafficking;521;2030204;Low;Closed;African Bank;2;Yes;2015/09/24;2017/12/24;Officer Naidoo;SA-ST-422
513;Sipho;Mokoena;Sipho Mokoena;25;Female;South Africa;Northern Cape;9,00907E+12;SA-CAS-600969;Money Laundering;678;3123225;Critical;Convicted;African Bank;9;No;2015/07/11;2024/12/23;Officer Naidoo;SA-ST-211
514;Zanele;Nkosi;Zanele Nkosi;47;Male;South Africa;Eastern Cape;4,11276E+11;SA-CAS-466902;Vehicle Theft;781;2335989;Critical;Closed;FNB;2;No;2017/12/22;2015/10/28;Officer Mabena;SA-ST-944
515;Sipho;Mthembu;Sipho Mthembu;62;Female;South Africa;Northern Cape;9,60926E+12;SA-CAS-196936;Money Laundering;489;4690938;Critical;Court Pending;Capitec;6;No;2017/01/03;2018/05/11;Officer Moyo;SA-ST-832
516;Naledi;Ndlovu;Naledi Ndlovu;38;Female;South Africa;Eastern Cape;9,60226E+12;SA-CAS-284897;Identity Theft;433;326840;Critical;Convicted;Absa;9;Yes;2018/04/24;2017/02/14;Officer Mabena;SA-ST-313
517;Sipho;Zulu;Sipho Zulu;51;Female;South Africa;Western Cape;6,50322E+12;SA-CAS-916329;Money Laundering;824;436408;High;Convicted;Capitec;4;Yes;2025/10/11;2016/02/26;Officer Mabena;SA-ST-632
518;Sipho;Pillay;Sipho Pillay;39;Male;South Africa;Mpumalanga;1,12092E+11;SA-CAS-223870;Fraud;819;4860079;High;Court Pending;Standard Bank;6;Yes;2024/02/29;2021/03/09;Officer Nkosi;SA-ST-249
519;Mpho;Mthembu;Mpho Mthembu;51;Female;South Africa;North West;6,60703E+12;SA-CAS-964832;Identity Theft;622;1378852;Low;Under Investigation;Capitec;3;Yes;2015/05/27;2017/09/16;Officer Nkosi;SA-ST-939
520;Nomsa;Khumalo;Nomsa Khumalo;25;Male;South Africa;Eastern Cape;8,20928E+12;SA-CAS-490303;Corruption;848;2208474;High;Closed;African Bank;10;Yes;2023/04/07;2018/03/09;Officer Nkosi;SA-ST-705
521;Zanele;Pillay;Zanele Pillay;28;Male;South Africa;Eastern Cape;7,20805E+12;SA-CAS-129772;Vehicle Theft;611;933783;Medium;Convicted;Nedbank;9;No;2016/04/24;2018/12/06;Officer Moyo;SA-ST-159
522;Nomsa;Zulu;Nomsa Zulu;46;Female;South Africa;Western Cape;9,31107E+12;SA-CAS-794270;Fraud;390;2838250;High;Closed;Absa;7;Yes;2015/03/07;2019/06/26;Officer Nkosi;SA-ST-887
523;Mpho;Dlamini;Mpho Dlamini;29;Male;South Africa;Free State;9,00319E+12;SA-CAS-414484;Identity Theft;757;2528832;Medium;Under Investigation;Nedbank;8;Yes;2015/02/19;2023/09/04;Officer Naidoo;SA-ST-808
524;Sipho;Mabaso;Sipho Mabaso;65;Female;South Africa;Northern Cape;6,00623E+12;SA-CAS-297002;Money Laundering;755;4134360;High;Closed;Standard Bank;4;No;2018/09/01;2024/01/31;Officer Mabena;SA-ST-923
525;Sipho;Khumalo;Sipho Khumalo;62;Female;South Africa;KwaZulu-Natal;7,71128E+12;SA-CAS-759524;Drug Trafficking;476;2550218;Low;Under Investigation;FNB;2;Yes;2015/04/08;2017/08/02;Officer Mabena;SA-ST-171
526;Thabo;Mokoena;Thabo Mokoena;53;Male;South Africa;KwaZulu-Natal;6,60507E+12;SA-CAS-591187;Money Laundering;311;4370663;Critical;Convicted;Absa;3;No;2022/10/24;2019/08/12;Officer Naidoo;SA-ST-724
527;Sipho;Pillay;Sipho Pillay;18;Male;South Africa;Limpopo;8,71102E+12;SA-CAS-969490;Fraud;568;1041902;Low;Under Investigation;Absa;7;No;2018/06/24;2025/08/30;Officer Moyo;SA-ST-287
528;Tendai;Naidoo;Tendai Naidoo;36;Male;South Africa;North West;7,4121E+12;SA-CAS-557233;Vehicle Theft;752;2021786;Critical;Open;FNB;8;No;2020/08/08;2024/08/26;Officer Nkosi;SA-ST-671
529;Nomsa;Pillay;Nomsa Pillay;20;Male;South Africa;Eastern Cape;6,30309E+12;SA-CAS-312894;Cybercrime;523;440495;Low;Open;African Bank;8;No;2023/10/23;2017/02/22;Officer Smith;SA-ST-306
530;Lerato;Khumalo;Lerato Khumalo;56;Male;South Africa;KwaZulu-Natal;9,71009E+12;SA-CAS-674318;Corruption;584;3865765;Low;Under Investigation;Absa;3;Yes;2023/10/10;2021/01/11;Officer Nkosi;SA-ST-745
531;Sipho;Khumalo;Sipho Khumalo;61;Male;South Africa;Western Cape;4,02244E+11;SA-CAS-325473;Drug Trafficking;595;1574845;High;Closed;Capitec;0;Yes;2016/01/29;2020/07/07;Officer Nkosi;SA-ST-609
532;Lerato;Zulu;Lerato Zulu;47;Female;South Africa;North West;7,10509E+12;SA-CAS-168038;Armed Robbery;606;397899;Low;Closed;Standard Bank;8;Yes;2022/04/04;2016/06/16;Officer Nkosi;SA-ST-972
533;Naledi;Naidoo;Naledi Naidoo;43;Female;South Africa;KwaZulu-Natal;8,50709E+12;SA-CAS-619422;Vehicle Theft;742;4717800;Medium;Closed;FNB;9;Yes;2017/07/28;2021/12/13;Officer Mabena;SA-ST-849
534;Nomsa;Nkosi;Nomsa Nkosi;57;Male;South Africa;Free State;7,4102E+12;SA-CAS-698232;Fraud;642;2761063;Critical;Convicted;Standard Bank;5;Yes;2020/05/29;2017/10/27;Officer Moyo;SA-ST-223
535;Mpho;Mokoena;Mpho Mokoena;55;Male;South Africa;North West;7,81003E+12;SA-CAS-711615;Identity Theft;566;1283740;Low;Court Pending;Capitec;10;No;2015/01/09;2019/01/04;Officer Nkosi;SA-ST-973
536;Mpho;Naidoo;Mpho Naidoo;23;Female;South Africa;Eastern Cape;8,30211E+12;SA-CAS-264061;Money Laundering;455;4496792;High;Court Pending;Capitec;7;Yes;2019/06/23;2017/11/06;Officer Smith;SA-ST-187
537;Zanele;Dlamini;Zanele Dlamini;52;Female;South Africa;North West;9,01025E+12;SA-CAS-715916;Money Laundering;745;3227536;Low;Closed;FNB;0;Yes;2025/06/20;2018/10/16;Officer Smith;SA-ST-150
538;Tendai;Khumalo;Tendai Khumalo;58;Female;South Africa;Mpumalanga;9,10621E+12;SA-CAS-415436;Cybercrime;492;4896826;Medium;Court Pending;FNB;10;No;2024/06/13;2020/04/26;Officer Mabena;SA-ST-812
539;Lerato;Mabaso;Lerato Mabaso;54;Female;South Africa;North West;6,60724E+12;SA-CAS-838474;Vehicle Theft;560;987866;Medium;Under Investigation;African Bank;1;Yes;2017/08/20;2021/08/06;Officer Naidoo;SA-ST-702
540;Naledi;Nkosi;Naledi Nkosi;32;Male;South Africa;Eastern Cape;6,10919E+12;SA-CAS-157701;Identity Theft;605;3868104;Low;Under Investigation;African Bank;5;No;2024/06/20;2021/02/04;Officer Smith;SA-ST-377
541;Lerato;Nkosi;Lerato Nkosi;29;Male;South Africa;KwaZulu-Natal;8,40201E+12;SA-CAS-998162;Cybercrime;480;4097264;Critical;Convicted;Nedbank;5;Yes;2020/01/22;2017/05/08;Officer Nkosi;SA-ST-716
542;Sipho;Zulu;Sipho Zulu;40;Female;South Africa;Gauteng;7,60325E+12;SA-CAS-491621;Vehicle Theft;421;1007846;Critical;Under Investigation;FNB;6;No;2023/06/20;2016/03/07;Officer Mabena;SA-ST-466
543;Mpho;Nkosi;Mpho Nkosi;58;Male;South Africa;KwaZulu-Natal;8,41124E+12;SA-CAS-978571;Fraud;497;1999933;Critical;Closed;Nedbank;4;Yes;2016/03/25;2016/07/23;Officer Mabena;SA-ST-107
544;Tendai;Khumalo;Tendai Khumalo;59;Male;South Africa;Free State;1,09048E+11;SA-CAS-981495;Drug Trafficking;423;1877094;Low;Under Investigation;FNB;7;No;2025/04/30;2025/08/01;Officer Mabena;SA-ST-439
545;Zanele;Ndlovu;Zanele Ndlovu;32;Female;South Africa;Eastern Cape;9,70614E+12;SA-CAS-898235;Identity Theft;399;4470551;Critical;Under Investigation;Standard Bank;0;No;2025/02/04;2024/05/20;Officer Mabena;SA-ST-636
546;Zanele;Mabaso;Zanele Mabaso;21;Male;South Africa;Northern Cape;6,00312E+12;SA-CAS-759528;Identity Theft;707;4293172;Low;Under Investigation;FNB;2;Yes;2025/08/20;2022/09/30;Officer Smith;SA-ST-905
547;Brian;Pillay;Brian Pillay;47;Female;South Africa;Free State;6,00515E+12;SA-CAS-615488;Drug Trafficking;422;4117586;High;Closed;FNB;0;No;2021/04/10;2019/03/04;Officer Mabena;SA-ST-386
548;Lerato;Mokoena;Lerato Mokoena;62;Male;South Africa;Mpumalanga;4,09159E+11;SA-CAS-774120;Drug Trafficking;498;3566853;Medium;Open;Standard Bank;5;Yes;2025/08/09;2018/03/04;Officer Mabena;SA-ST-980
549;Nomsa;Khumalo;Nomsa Khumalo;43;Female;South Africa;Gauteng;5,12232E+11;SA-CAS-625359;Armed Robbery;785;3198028;Critical;Open;Absa;6;Yes;2020/05/21;2024/10/23;Officer Moyo;SA-ST-106
550;Tendai;Mabaso;Tendai Mabaso;60;Female;South Africa;Limpopo;7,31219E+12;SA-CAS-970574;Identity Theft;796;40414;Low;Under Investigation;Absa;7;No;2022/11/16;2020/06/28;Officer Naidoo;SA-ST-460
551;Lerato;Zulu;Lerato Zulu;53;Male;South Africa;North West;1,02029E+11;SA-CAS-589848;Armed Robbery;689;4218613;High;Court Pending;FNB;2;Yes;2015/07/30;2023/09/29;Officer Nkosi;SA-ST-549
552;Lerato;Pillay;Lerato Pillay;45;Male;South Africa;Limpopo;7,30202E+12;SA-CAS-305516;Vehicle Theft;585;3477038;Low;Under Investigation;Nedbank;0;Yes;2020/01/10;2020/02/05;Officer Nkosi;SA-ST-566
553;Nomsa;Zulu;Nomsa Zulu;60;Male;South Africa;Limpopo;7,90221E+12;SA-CAS-407839;Fraud;678;1111884;Low;Under Investigation;Standard Bank;6;Yes;2025/01/15;2023/07/01;Officer Mabena;SA-ST-851
554;Sipho;Mthembu;Sipho Mthembu;39;Male;South Africa;Northern Cape;8,70105E+12;SA-CAS-233644;Fraud;406;3528894;Medium;Convicted;Standard Bank;4;Yes;2016/02/08;2017/06/12;Officer Smith;SA-ST-931
555;Mpho;Ndlovu;Mpho Ndlovu;59;Female;South Africa;North West;9,91109E+12;SA-CAS-358628;Identity Theft;517;3791868;Medium;Convicted;African Bank;6;No;2018/03/14;2022/01/28;Officer Smith;SA-ST-685
556;Lerato;Mthembu;Lerato Mthembu;41;Female;South Africa;Mpumalanga;9,20603E+12;SA-CAS-174563;Armed Robbery;456;1595184;Low;Court Pending;Capitec;2;Yes;2015/02/05;2020/10/02;Officer Moyo;SA-ST-505
557;Nomsa;Ndlovu;Nomsa Ndlovu;58;Male;South Africa;Free State;6,90107E+12;SA-CAS-234155;Fraud;390;104051;Medium;Open;Standard Bank;2;No;2021/12/15;2019/12/17;Officer Nkosi;SA-ST-191
558;Zanele;Khumalo;Zanele Khumalo;25;Female;South Africa;Limpopo;9,50706E+12;SA-CAS-258376;Cybercrime;611;1443981;High;Open;FNB;2;Yes;2024/05/25;2015/08/21;Officer Smith;SA-ST-652
559;Naledi;Naidoo;Naledi Naidoo;37;Male;South Africa;Gauteng;8,80519E+12;SA-CAS-213443;Identity Theft;772;3014604;Critical;Under Investigation;African Bank;4;Yes;2016/06/20;2023/06/17;Officer Mabena;SA-ST-893
560;Naledi;Dlamini;Naledi Dlamini;35;Female;South Africa;Western Cape;9,21025E+12;SA-CAS-956235;Fraud;502;4332894;Critical;Under Investigation;Standard Bank;6;No;2016/02/18;2025/11/09;Officer Moyo;SA-ST-407
561;Mpho;Khumalo;Mpho Khumalo;61;Female;South Africa;KwaZulu-Natal;9,10912E+12;SA-CAS-222631;Fraud;759;13821;Critical;Closed;Absa;3;Yes;2020/08/08;2020/03/11;Officer Naidoo;SA-ST-481
562;Brian;Pillay;Brian Pillay;44;Male;South Africa;KwaZulu-Natal;8,00427E+12;SA-CAS-735614;Drug Trafficking;821;4360870;Low;Convicted;African Bank;0;Yes;2021/11/30;2025/07/02;Officer Nkosi;SA-ST-844
563;Tendai;Mthembu;Tendai Mthembu;35;Male;South Africa;Limpopo;6,90411E+12;SA-CAS-531885;Cybercrime;544;2447139;Low;Convicted;Absa;3;No;2021/06/24;2015/01/05;Officer Mabena;SA-ST-710
564;Nomsa;Khumalo;Nomsa Khumalo;29;Female;South Africa;North West;9,1112E+12;SA-CAS-300935;Money Laundering;658;2606828;High;Convicted;Absa;2;Yes;2021/04/12;2019/11/16;Officer Nkosi;SA-ST-740
565;Mpho;Dlamini;Mpho Dlamini;47;Male;South Africa;Mpumalanga;7,0021E+12;SA-CAS-456780;Fraud;651;1369128;High;Under Investigation;Standard Bank;9;Yes;2022/09/10;2022/02/15;Officer Smith;SA-ST-998
566;Naledi;Khumalo;Naledi Khumalo;63;Male;South Africa;Western Cape;9,10607E+12;SA-CAS-340268;Armed Robbery;517;1527513;Critical;Under Investigation;FNB;0;No;2016/02/27;2023/01/15;Officer Moyo;SA-ST-809
567;Sipho;Mokoena;Sipho Mokoena;20;Male;South Africa;Mpumalanga;6,81207E+12;SA-CAS-833783;Armed Robbery;788;3427674;Low;Open;FNB;1;Yes;2016/01/01;2017/04/23;Officer Mabena;SA-ST-107
568;Nomsa;Nkosi;Nomsa Nkosi;38;Male;South Africa;Eastern Cape;9,00609E+12;SA-CAS-186032;Cybercrime;741;1830718;Medium;Open;Capitec;6;No;2018/10/30;2024/07/06;Officer Moyo;SA-ST-614
569;Nomsa;Dlamini;Nomsa Dlamini;62;Male;South Africa;Gauteng;9,90208E+12;SA-CAS-159451;Vehicle Theft;479;4033170;Low;Convicted;Nedbank;10;Yes;2019/05/23;2020/12/02;Officer Nkosi;SA-ST-503
570;Zanele;Mokoena;Zanele Mokoena;26;Female;South Africa;Gauteng;7,21014E+12;SA-CAS-496771;Corruption;772;308797;High;Open;Nedbank;5;No;2023/02/02;2025/10/04;Officer Mabena;SA-ST-826
571;Mpho;Mokoena;Mpho Mokoena;53;Female;South Africa;Gauteng;9,91107E+12;SA-CAS-471621;Drug Trafficking;485;2436439;High;Convicted;FNB;8;Yes;2016/12/31;2021/08/04;Officer Moyo;SA-ST-363
572;Brian;Pillay;Brian Pillay;33;Male;South Africa;KwaZulu-Natal;9,81207E+12;SA-CAS-618964;Money Laundering;335;1628098;Critical;Open;FNB;4;Yes;2017/04/29;2017/06/07;Officer Smith;SA-ST-875
573;Nomsa;Dlamini;Nomsa Dlamini;24;Male;South Africa;Western Cape;9,80915E+12;SA-CAS-901589;Money Laundering;751;2864275;Critical;Closed;Standard Bank;10;No;2019/05/27;2019/01/03;Officer Naidoo;SA-ST-250
574;Lerato;Naidoo;Lerato Naidoo;45;Male;South Africa;Free State;8,6092E+12;SA-CAS-636804;Money Laundering;643;2565255;High;Court Pending;Capitec;3;No;2020/10/24;2017/11/14;Officer Nkosi;SA-ST-622
575;Sipho;Mabaso;Sipho Mabaso;52;Male;South Africa;Gauteng;7,70425E+12;SA-CAS-398563;Vehicle Theft;351;4679899;Critical;Open;African Bank;5;No;2023/04/03;2020/07/16;Officer Mabena;SA-ST-818
576;Mpho;Mokoena;Mpho Mokoena;48;Female;South Africa;Mpumalanga;6,00816E+12;SA-CAS-911652;Cybercrime;455;1106269;High;Court Pending;Nedbank;9;Yes;2022/08/04;2019/03/26;Officer Moyo;SA-ST-478
577;Naledi;Mabaso;Naledi Mabaso;51;Male;South Africa;Free State;9,00107E+12;SA-CAS-405130;Vehicle Theft;773;1376531;High;Open;Capitec;0;No;2025/03/11;2021/04/14;Officer Smith;SA-ST-225
578;Naledi;Mabaso;Naledi Mabaso;44;Female;South Africa;KwaZulu-Natal;7,00821E+12;SA-CAS-216430;Drug Trafficking;347;2979004;Critical;Open;FNB;6;No;2016/10/09;2025/03/07;Officer Naidoo;SA-ST-304
579;Sipho;Naidoo;Sipho Naidoo;20;Female;South Africa;Northern Cape;8,90528E+12;SA-CAS-194495;Corruption;591;2264329;High;Convicted;Standard Bank;3;No;2017/11/11;2017/10/17;Officer Moyo;SA-ST-357
580;Naledi;Naidoo;Naledi Naidoo;57;Female;South Africa;Northern Cape;6,60306E+12;SA-CAS-208348;Armed Robbery;573;801040;High;Open;Nedbank;3;Yes;2025/07/12;2021/03/13;Officer Mabena;SA-ST-900
581;Sipho;Ndlovu;Sipho Ndlovu;55;Female;South Africa;Mpumalanga;9,41225E+12;SA-CAS-408689;Fraud;347;4441605;Medium;Open;Capitec;3;Yes;2016/02/09;2019/03/02;Officer Smith;SA-ST-357
582;Ayanda;Nkosi;Ayanda Nkosi;65;Male;South Africa;KwaZulu-Natal;7,0011E+12;SA-CAS-383401;Vehicle Theft;702;3531887;Medium;Court Pending;FNB;0;No;2017/03/25;2016/07/30;Officer Smith;SA-ST-107
583;Thabo;Nkosi;Thabo Nkosi;19;Male;South Africa;Eastern Cape;8,40614E+12;SA-CAS-733529;Armed Robbery;808;635316;Critical;Open;Standard Bank;8;Yes;2020/06/05;2023/07/02;Officer Mabena;SA-ST-999
584;Lerato;Nkosi;Lerato Nkosi;33;Male;South Africa;KwaZulu-Natal;4038674028;SA-CAS-519064;Cybercrime;482;4925749;Critical;Under Investigation;African Bank;4;Yes;2015/11/24;2017/08/31;Officer Mabena;SA-ST-463
585;Lerato;Pillay;Lerato Pillay;20;Female;South Africa;North West;7,21219E+12;SA-CAS-857986;Drug Trafficking;518;1418784;Medium;Closed;Standard Bank;3;Yes;2020/12/24;2017/07/04;Officer Naidoo;SA-ST-299
586;Zanele;Mthembu;Zanele Mthembu;55;Male;South Africa;Limpopo;6,70514E+12;SA-CAS-135629;Corruption;329;4955170;High;Open;African Bank;0;Yes;2024/08/27;2025/08/07;Officer Nkosi;SA-ST-145
587;Tendai;Mabaso;Tendai Mabaso;18;Female;South Africa;Gauteng;6,70103E+12;SA-CAS-808113;Fraud;345;3131180;Low;Open;Standard Bank;9;No;2018/07/25;2016/03/04;Officer Smith;SA-ST-597
588;Sipho;Ndlovu;Sipho Ndlovu;53;Male;South Africa;Northern Cape;6,20227E+12;SA-CAS-635418;Money Laundering;443;2611928;Medium;Under Investigation;Standard Bank;4;No;2024/08/21;2016/09/18;Officer Moyo;SA-ST-876
589;Ayanda;Mokoena;Ayanda Mokoena;46;Female;South Africa;Northern Cape;6,70724E+12;SA-CAS-936222;Vehicle Theft;655;1325713;Critical;Open;African Bank;0;No;2022/06/03;2023/11/27;Officer Moyo;SA-ST-430
590;Tendai;Mabaso;Tendai Mabaso;39;Female;South Africa;Mpumalanga;7,20909E+12;SA-CAS-879919;Armed Robbery;355;2813204;Critical;Under Investigation;Nedbank;9;Yes;2018/04/22;2016/06/16;Officer Nkosi;SA-ST-430
591;Mpho;Zulu;Mpho Zulu;35;Male;South Africa;Northern Cape;5,10181E+11;SA-CAS-282356;Drug Trafficking;847;243310;Low;Court Pending;Capitec;10;Yes;2024/09/29;2023/02/09;Officer Naidoo;SA-ST-345
592;Zanele;Zulu;Zanele Zulu;42;Female;South Africa;KwaZulu-Natal;9,81018E+12;SA-CAS-309608;Identity Theft;756;4834875;Medium;Open;Nedbank;2;No;2019/10/29;2016/06/05;Officer Smith;SA-ST-612
593;Brian;Mabaso;Brian Mabaso;48;Male;South Africa;North West;6,90709E+12;SA-CAS-784345;Drug Trafficking;563;2850346;Medium;Under Investigation;African Bank;9;Yes;2018/11/18;2025/10/26;Officer Nkosi;SA-ST-463
594;Brian;Zulu;Brian Zulu;45;Female;South Africa;Free State;9,00125E+12;SA-CAS-855937;Drug Trafficking;691;4199272;High;Closed;Standard Bank;9;Yes;2021/07/10;2016/09/25;Officer Moyo;SA-ST-866
595;Thabo;Naidoo;Thabo Naidoo;58;Male;South Africa;Gauteng;6,00628E+12;SA-CAS-747878;Vehicle Theft;477;1056515;Critical;Under Investigation;FNB;3;No;2022/10/23;2019/04/10;Officer Smith;SA-ST-357
596;Ayanda;Ndlovu;Ayanda Ndlovu;53;Male;South Africa;Northern Cape;7,70311E+12;SA-CAS-994976;Armed Robbery;560;3804666;Medium;Closed;FNB;3;Yes;2020/12/18;2017/09/08;Officer Mabena;SA-ST-493
597;Nomsa;Zulu;Nomsa Zulu;39;Male;South Africa;Gauteng;9,00527E+12;SA-CAS-885728;Corruption;586;4639124;Critical;Closed;Nedbank;2;No;2023/07/16;2023/04/16;Officer Naidoo;SA-ST-197
598;Mpho;Pillay;Mpho Pillay;52;Female;South Africa;Northern Cape;7,41101E+12;SA-CAS-534863;Vehicle Theft;552;4656815;High;Closed;Nedbank;8;No;2018/09/13;2021/04/03;Officer Smith;SA-ST-367
599;Mpho;Ndlovu;Mpho Ndlovu;63;Male;South Africa;Limpopo;8,10215E+12;SA-CAS-119061;Fraud;467;3065672;Medium;Convicted;Standard Bank;8;No;2020/04/26;2022/02/28;Officer Smith;SA-ST-889
600;Nomsa;Mthembu;Nomsa Mthembu;55;Female;South Africa;KwaZulu-Natal;7,70827E+12;SA-CAS-999351;Vehicle Theft;846;3888028;Medium;Closed;Standard Bank;2;No;2019/04/13;2020/08/31;Officer Smith;SA-ST-675
601;Nomsa;Ndlovu;Nomsa Ndlovu;21;Male;South Africa;KwaZulu-Natal;7,30623E+12;SA-CAS-377490;Identity Theft;317;4611671;Medium;Closed;Nedbank;6;No;2023/08/11;2015/12/06;Officer Moyo;SA-ST-682
602;Mpho;Naidoo;Mpho Naidoo;24;Male;South Africa;Western Cape;7,90828E+12;SA-CAS-918503;Drug Trafficking;346;2881698;Critical;Convicted;Capitec;1;Yes;2023/04/14;2024/05/15;Officer Smith;SA-ST-417
603;Mpho;Zulu;Mpho Zulu;22;Male;South Africa;Mpumalanga;6,60302E+12;SA-CAS-110602;Identity Theft;746;2533972;Critical;Open;Standard Bank;10;No;2021/12/17;2022/05/21;Officer Mabena;SA-ST-638
604;Thabo;Zulu;Thabo Zulu;35;Female;South Africa;Free State;6,40316E+12;SA-CAS-307999;Money Laundering;478;3326976;High;Under Investigation;Standard Bank;5;Yes;2024/03/26;2021/12/01;Officer Nkosi;SA-ST-303
605;Sipho;Pillay;Sipho Pillay;51;Male;South Africa;North West;6,90921E+12;SA-CAS-597881;Fraud;759;860660;High;Under Investigation;African Bank;6;No;2015/06/25;2023/05/03;Officer Nkosi;SA-ST-581
606;Ayanda;Zulu;Ayanda Zulu;53;Male;South Africa;Western Cape;8,90114E+12;SA-CAS-354902;Drug Trafficking;733;2852116;High;Convicted;African Bank;1;No;2015/06/20;2023/10/13;Officer Mabena;SA-ST-913
607;Thabo;Mokoena;Thabo Mokoena;19;Male;South Africa;Limpopo;8,2101E+12;SA-CAS-597816;Money Laundering;591;1616269;Medium;Convicted;Standard Bank;7;No;2017/01/07;2024/01/16;Officer Smith;SA-ST-605
608;Ayanda;Naidoo;Ayanda Naidoo;33;Female;South Africa;Northern Cape;8,91117E+12;SA-CAS-420188;Armed Robbery;749;4234430;Medium;Under Investigation;FNB;4;No;2022/05/30;2025/09/11;Officer Naidoo;SA-ST-105
609;Naledi;Zulu;Naledi Zulu;21;Male;South Africa;Northern Cape;6,41215E+12;SA-CAS-524273;Drug Trafficking;505;1779223;Low;Convicted;Standard Bank;8;Yes;2017/04/16;2022/12/12;Officer Mabena;SA-ST-857
610;Mpho;Khumalo;Mpho Khumalo;34;Female;South Africa;Eastern Cape;7,30502E+12;SA-CAS-387272;Armed Robbery;755;3535043;Medium;Open;African Bank;0;No;2018/08/17;2020/07/09;Officer Mabena;SA-ST-297
611;Lerato;Zulu;Lerato Zulu;63;Male;South Africa;Limpopo;6,90705E+12;SA-CAS-755284;Corruption;551;1265582;Low;Open;Absa;10;No;2023/04/26;2017/04/04;Officer Naidoo;SA-ST-317
612;Mpho;Nkosi;Mpho Nkosi;41;Male;South Africa;Gauteng;7,80118E+12;SA-CAS-507238;Corruption;544;3700672;Critical;Closed;FNB;2;No;2023/12/06;2015/10/05;Officer Nkosi;SA-ST-953
613;Mpho;Zulu;Mpho Zulu;28;Male;South Africa;Limpopo;7,00109E+12;SA-CAS-302615;Drug Trafficking;392;342367;High;Under Investigation;Capitec;10;Yes;2020/08/13;2024/08/02;Officer Moyo;SA-ST-278
